kidms.com,0,0,1,7,0,0,0,0,0,1,1,1,1,1,0,1
kidms.com,0,0,1,7,0,0,0,0,0,1,1,1,1,1,0,1
kidms.com,0,0,1,7,0,0,0,0,0,1,1,1,1,1,0,1
bombayelectricstore.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,1
epg.unas.edu.pe,0,0,1,7,0,0,1,0,0,1,1,0,1,1,0,1
jwadow.ru,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
idweborange.weblium.site,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
fotoblad.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,0,1
fotoblad.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,0,1
fotoblad.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,0,1
fotoblad.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,0,1
fotoblad.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,0,1
pstratiinc.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
remycare.com,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1
dev.klinikmatanusantara.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
dev.klinikmatanusantara.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
sfcitycampsandleagues.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1
sfcitycampsandleagues.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1
gajendrabhadana.in,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
bombayelectricstore.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,0,1
bombayelectricstore.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,1
baleshwerbabaonline.com,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
datascientist-shop.fr,0,0,1,9,0,0,0,1,0,1,1,1,1,1,1,1
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,1,1,1,1,1,1,0,1
sanjoaquinvalleybrewfest.com,0,0,1,8,0,0,1,0,1,1,1,1,1,1,1,1
betasus4.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1
sman1bajawa.sch.id,0,0,1,3,0,0,0,0,0,0,1,1,1,1,0,1
betasus4.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1
digitalmillionaires.com,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1
digitalmillionaires.com,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
106.12.192.247,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
notarius24.biz,0,0,1,14,0,0,0,0,1,1,1,1,1,1,1,1
notarius24.biz,0,0,1,14,0,0,0,0,1,1,1,1,1,1,1,1
notarius24.biz,0,0,1,14,0,0,0,0,1,1,1,1,1,1,1,1
mariamuller.com.br,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,1
bombayelectricstore.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,1
paypalaccountnotificationsystem.adkenmuhendislik.com,0,0,1,5,0,0,0,0,0,0,0,1,1,1,1,1
fareast.qa,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
fareast.qa,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
sentraco.com,0,0,1,3,0,0,0,0,0,0,1,1,1,1,0,1
sentraco.com,0,0,1,3,0,0,0,0,0,0,1,1,1,1,0,1
innoaura.com,0,0,0,3,0,0,0,0,0,1,1,0,1,1,0,1
rooyan.in,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
rooyan.in,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
vmorefraud.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
